Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,SalaryIncrease,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HighPerformance
40,No,Travel_Rarely,Sales,3,2,2,Female,3,Sales Executive,2,Married,5677,3,Y,No,14,3,1,15,4,3,11,8,5,10,0
39,No,Non-Travel,Research & Development,2,3,4,Male,3,Laboratory Technician,4,Married,6472,1,Y,Yes,15,4,1,9,2,3,9,8,5,8,0
42,No,Travel_Frequently,Research & Development,3,3,4,Male,3,Healthcare Representative,4,Married,10124,2,Y,Yes,14,3,1,24,3,1,20,8,13,9,0
41,No,Travel_Rarely,Research & Development,8,5,2,Male,4,Research Scientist,3,Married,2127,2,Y,Yes,12,1,0,7,5,2,4,2,0,3,0
31,No,Travel_Rarely,Sales,11,3,4,Male,3,Sales Executive,4,Divorced,7547,4,Y,No,12,4,3,13,3,3,7,7,1,7,0
40,No,Travel_Rarely,Sales,16,3,2,Female,2,Sales Executive,2,Divorced,6852,7,Y,No,12,2,1,7,2,4,5,1,1,3,0
31,No,Travel_Rarely,Research & Development,11,2,2,Female,3,Manufacturing Director,1,Married,4306,1,Y,No,12,2,1,13,5,1,13,10,3,12,0
37,No,Non-Travel,Research & Development,8,2,3,Male,4,Laboratory Technician,3,Single,3500,0,Y,No,14,1,0,7,2,1,6,5,1,3,0
46,No,Travel_Rarely,Research & Development,11,2,4,Male,3,Manufacturing Director,3,Divorced,10845,6,Y,No,13,2,1,13,3,3,8,7,0,7,0
29,No,Travel_Frequently,Research & Development,3,1,1,Male,3,Healthcare Representative,4,Divorced,8853,1,Y,No,19,4,1,6,0,4,6,4,1,3,0
37,No,Travel_Rarely,Human Resources,13,2,3,Male,3,Human Resources,2,Divorced,4071,2,Y,No,13,3,0,19,4,2,10,0,4,7,0
19,Yes,Travel_Rarely,Research & Development,3,3,2,Male,2,Laboratory Technician,4,Single,1102,1,Y,No,22,3,0,1,3,2,1,0,1,0,1
56,Yes,Travel_Rarely,Research & Development,11,2,4,Male,3,Laboratory Technician,3,Married,2339,8,Y,No,11,4,1,14,4,1,10,9,9,8,0
23,No,Travel_Rarely,Sales,3,1,3,Male,3,Sales Representative,1,Divorced,2322,3,Y,No,13,3,1,3,3,3,0,0,0,0,0
37,No,Travel_Rarely,Research & Development,31,3,3,Male,3,Manufacturing Director,3,Married,5768,3,Y,No,17,1,3,9,2,2,4,3,0,2,0
28,No,Travel_Rarely,Research & Development,14,3,3,Female,3,Research Scientist,3,Divorced,2377,5,Y,No,18,2,1,6,2,3,2,2,2,2,0
29,No,Travel_Rarely,Research & Development,43,3,2,Female,3,Healthcare Representative,3,Married,4335,4,Y,No,12,1,1,11,3,2,8,7,1,1,0
36,No,Non-Travel,Sales,13,4,1,Male,2,Sales Executive,1,Single,7587,1,Y,No,15,2,0,10,1,3,10,7,0,9,0
31,Yes,Travel_Rarely,Sales,32,3,2,Female,1,Sales Executive,3,Married,4559,3,Y,Yes,11,3,1,4,2,3,2,2,2,2,0
26,No,Travel_Rarely,Research & Development,10,3,3,Female,3,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,1,3,2,3,3,2,0,2,0
48,No,Travel_Rarely,Research & Development,32,4,4,Male,3,Research Scientist,3,Married,2259,4,Y,No,17,1,2,13,2,2,0,0,0,0,0
40,No,Travel_Rarely,Research & Development,2,3,3,Female,3,Healthcare Representative,4,Divorced,6513,4,Y,No,17,4,1,12,3,3,5,3,0,3,0
35,No,Travel_Frequently,Research & Development,6,4,4,Male,2,Laboratory Technician,4,Married,2376,1,Y,No,13,2,1,2,2,4,2,2,2,2,0
36,No,Travel_Rarely,Sales,3,4,3,Male,3,Sales Representative,4,Single,2644,3,Y,Yes,21,4,0,7,3,2,3,2,1,2,1
34,No,Travel_Rarely,Research & Development,3,4,3,Female,3,Healthcare Representative,4,Single,6687,1,Y,No,11,4,0,14,2,4,14,11,4,11,0
41,No,Travel_Rarely,Research & Development,2,3,4,Male,3,Research Scientist,4,Married,2782,3,Y,No,22,1,1,12,3,3,5,3,1,0,1
55,No,Travel_Rarely,Research & Development,35,3,1,Male,2,Research Scientist,2,Divorced,3537,5,Y,No,12,4,1,8,1,3,4,2,1,2,0
33,No,Travel_Rarely,Research & Development,11,3,3,Male,3,Research Director,3,Married,11691,0,Y,No,11,4,0,14,3,4,13,9,3,7,0
48,No,Travel_Rarely,Research & Development,10,3,1,Male,2,Healthcare Representative,3,Single,4240,2,Y,No,13,4,0,19,0,3,2,2,2,2,0
42,No,Travel_Rarely,Research & Development,3,4,3,Female,3,Healthcare Representative,4,Married,4089,1,Y,No,13,2,2,10,4,3,10,2,2,2,0
22,Yes,Travel_Frequently,Research & Development,6,1,3,Male,2,Laboratory Technician,3,Single,3894,5,Y,No,16,3,0,4,3,3,2,2,1,2,0
52,No,Travel_Rarely,Research & Development,13,4,3,Female,3,Laboratory Technician,1,Married,2950,9,Y,No,13,3,0,12,2,1,5,4,0,4,0
56,No,Travel_Rarely,Research & Development,13,3,3,Female,3,Research Scientist,1,Divorced,4257,4,Y,Yes,18,3,1,19,3,3,2,2,2,2,0
45,Yes,Travel_Rarely,Sales,3,3,1,Female,1,Manager,2,Single,18824,2,Y,Yes,16,1,0,26,2,3,24,10,1,11,0
35,No,Travel_Rarely,Research & Development,26,3,4,Female,2,Healthcare Representative,2,Single,8606,1,Y,No,19,4,0,11,3,1,11,8,3,3,0
29,No,Travel_Rarely,Human Resources,27,3,2,Male,2,Human Resources,1,Single,7988,1,Y,No,13,1,0,10,3,1,10,9,0,9,0
30,No,Travel_Rarely,Research & Development,3,3,3,Female,1,Manufacturing Director,4,Single,6091,2,Y,No,20,3,0,11,2,3,5,4,0,2,1
36,Yes,Travel_Rarely,Research & Development,26,4,3,Female,4,Laboratory Technician,1,Single,2743,1,Y,No,16,3,0,18,1,3,17,13,15,14,0
32,No,Travel_Rarely,Research & Development,8,4,4,Male,2,Manufacturing Director,4,Single,9679,8,Y,No,24,2,0,8,1,3,1,0,0,0,1
34,No,Travel_Rarely,Sales,13,2,2,Male,4,Sales Executive,3,Married,6799,1,Y,No,21,3,2,10,5,3,10,8,4,8,1
40,No,Travel_Frequently,Research & Development,18,3,4,Female,3,Laboratory Technician,3,Married,6323,1,Y,No,11,1,1,10,2,4,10,9,9,4,0
44,No,Travel_Rarely,Human Resources,2,4,1,Female,2,Human Resources,3,Single,5985,4,Y,No,11,2,0,10,1,4,2,2,0,2,0
34,No,Travel_Rarely,Research & Development,3,4,3,Female,2,Research Scientist,1,Single,4381,1,Y,No,11,3,0,6,3,3,6,5,1,3,0
27,Yes,Travel_Rarely,Sales,3,1,3,Male,3,Sales Representative,1,Divorced,3041,0,Y,No,11,2,1,5,3,3,4,3,0,2,0
32,No,Non-Travel,Research & Development,2,3,4,Male,3,Laboratory Technician,4,Divorced,2314,0,Y,No,12,2,1,4,2,3,3,0,0,2,0
25,Yes,Travel_Rarely,Sales,31,2,3,Male,2,Sales Representative,2,Married,2413,1,Y,Yes,18,3,3,1,2,3,1,0,0,0,0
35,No,Non-Travel,Research & Development,3,4,4,Female,3,Healthcare Representative,1,Divorced,5093,2,Y,No,11,1,1,16,2,4,1,0,0,0,0
40,Yes,Travel_Rarely,Research & Development,11,3,1,Male,3,Laboratory Technician,1,Single,2166,3,Y,Yes,14,2,0,10,3,1,4,2,0,3,0
43,No,Travel_Frequently,Research & Development,2,3,4,Female,3,Healthcare Representative,4,Married,5562,4,Y,No,13,2,1,12,2,2,5,2,2,2,0
20,Yes,Travel_Rarely,Research & Development,6,3,1,Male,3,Laboratory Technician,1,Single,2973,1,Y,No,19,2,0,1,2,3,1,0,0,0,0
30,No,Travel_Rarely,Sales,19,3,2,Female,3,Sales Executive,3,Single,6577,0,Y,No,11,2,0,6,6,3,5,4,4,4,0
24,No,Travel_Rarely,Sales,16,4,4,Female,3,Sales Executive,3,Divorced,4260,1,Y,Yes,12,4,1,5,2,4,5,2,0,3,0
36,No,Travel_Frequently,Sales,5,4,1,Male,2,Sales Executive,4,Married,9699,4,Y,No,11,1,1,16,2,3,13,9,1,12,0
27,No,Travel_Frequently,Research & Development,8,2,4,Female,3,Laboratory Technician,4,Single,2379,0,Y,Yes,14,3,0,6,3,2,5,4,0,2,0
36,No,Non-Travel,Sales,24,4,4,Male,1,Sales Executive,4,Divorced,5406,1,Y,No,24,1,1,15,4,2,15,12,11,11,1
55,No,Travel_Rarely,Research & Development,32,2,2,Male,3,Laboratory Technician,4,Married,5415,3,Y,Yes,19,4,1,12,4,3,10,7,0,8,0
29,Yes,Travel_Rarely,Sales,43,3,2,Female,3,Sales Executive,4,Married,7639,1,Y,No,22,4,3,10,3,2,10,4,1,9,1
54,No,Travel_Frequently,Research & Development,18,4,2,Female,3,Manager,4,Divorced,16032,3,Y,No,20,1,1,26,2,3,14,9,1,12,1
37,No,Travel_Rarely,Research & Development,2,3,4,Female,2,Manufacturing Director,4,Married,6474,1,Y,No,13,2,1,14,2,2,14,8,3,11,0
23,Yes,Travel_Frequently,Sales,14,3,4,Male,3,Sales Representative,1,Married,1790,1,Y,No,19,1,1,1,3,2,1,0,1,0,0
37,Yes,Travel_Rarely,Research & Development,18,2,1,Female,1,Healthcare Representative,2,Married,4777,5,Y,No,15,1,0,15,2,1,1,0,0,0,0
35,No,Travel_Rarely,Research & Development,18,4,4,Male,3,Laboratory Technician,3,Married,2660,7,Y,Yes,11,3,1,5,3,3,2,2,2,2,0
51,No,Travel_Frequently,Sales,14,3,4,Male,3,Manager,2,Divorced,19847,4,Y,Yes,24,1,1,31,5,2,29,10,11,10,1
34,No,Travel_Rarely,Research & Development,2,5,2,Male,3,Research Scientist,4,Married,2691,1,Y,No,12,4,1,10,4,2,10,9,8,8,0
27,No,Travel_Rarely,Research & Development,23,3,1,Male,3,Research Scientist,1,Married,2235,1,Y,Yes,14,4,2,9,3,2,9,7,6,8,0
30,No,Travel_Frequently,Research & Development,8,4,2,Male,2,Research Scientist,4,Divorced,3761,9,Y,No,12,2,1,10,3,2,5,4,0,3,0
41,No,Travel_Rarely,Sales,2,3,2,Male,4,Sales Executive,1,Married,8392,1,Y,No,16,3,1,10,2,3,10,7,0,7,0
29,No,Travel_Rarely,Research & Development,13,1,2,Male,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,1,10,2,2,10,7,1,2,0
40,No,Travel_Rarely,Research & Development,6,1,4,Female,3,Manager,3,Married,19033,1,Y,No,14,2,1,21,2,3,20,8,9,9,0
39,No,Travel_Rarely,Research & Development,16,5,2,Male,3,Manufacturing Director,1,Married,5377,2,Y,No,13,4,3,10,3,3,7,7,7,7,0
33,No,Travel_Frequently,Research & Development,11,2,4,Male,3,Healthcare Representative,3,Divorced,5968,1,Y,No,20,3,3,9,2,3,9,7,2,8,1
38,No,Travel_Rarely,Sales,11,4,4,Female,2,Sales Executive,4,Single,4028,0,Y,No,20,1,0,8,2,3,7,7,0,5,1
32,No,Travel_Rarely,Research & Development,3,4,1,Female,4,Research Scientist,4,Single,5055,7,Y,No,16,3,0,10,0,2,7,7,0,7,0
49,No,Travel_Rarely,Research & Development,11,3,2,Male,2,Healthcare Representative,3,Single,10965,8,Y,No,24,3,0,26,2,3,5,2,0,0,1
58,Yes,Travel_Rarely,Research & Development,3,4,4,Male,3,Research Director,2,Single,19246,7,Y,Yes,12,4,0,40,2,3,31,15,13,8,0
30,No,Travel_Rarely,Research & Development,13,2,2,Female,4,Research Director,1,Married,11416,0,Y,Yes,12,3,3,9,4,2,8,7,1,7,0
38,No,Travel_Rarely,Research & Development,5,5,4,Female,3,Research Scientist,3,Single,4317,3,Y,Yes,20,2,0,19,2,3,3,2,2,2,1
53,No,Travel_Rarely,Research & Development,37,4,4,Female,3,Research Director,4,Single,14275,6,Y,No,18,3,0,33,0,3,12,9,3,8,0
28,No,Travel_Rarely,Research & Development,2,3,3,Female,3,Research Scientist,1,Married,3591,1,Y,No,25,3,1,3,3,3,3,2,1,2,1
34,No,Travel_Rarely,Sales,24,2,3,Female,3,Sales Executive,1,Single,6125,1,Y,No,12,4,0,10,6,4,10,8,9,6,0
48,No,Travel_Rarely,Sales,3,5,2,Female,3,Sales Executive,4,Married,4051,2,Y,No,14,1,1,14,2,3,9,7,6,7,0
53,Yes,Travel_Rarely,Research & Development,3,5,3,Female,2,Manufacturing Director,4,Married,10169,0,Y,No,16,2,1,34,4,3,33,7,1,9,0
47,No,Travel_Rarely,Research & Development,3,2,1,Female,3,Manufacturing Director,4,Divorced,5070,5,Y,No,13,3,3,20,2,3,5,0,0,4,0
31,No,Travel_Rarely,Sales,16,2,3,Female,3,Sales Executive,4,Divorced,6583,2,Y,Yes,11,4,1,8,2,3,5,2,1,4,0
33,No,Travel_Frequently,Research & Development,2,2,1,Female,3,Research Director,4,Single,13458,1,Y,Yes,12,3,0,15,1,3,15,14,8,12,0
24,Yes,Travel_Frequently,Research & Development,14,3,2,Male,3,Laboratory Technician,1,Single,3172,2,Y,Yes,11,3,0,4,2,2,0,0,0,0,0
36,No,Travel_Rarely,Research & Development,10,4,3,Male,1,Laboratory Technician,3,Divorced,2741,1,Y,No,14,3,1,7,4,3,7,7,1,7,0
40,No,Travel_Rarely,Sales,6,4,3,Male,2,Sales Executive,4,Married,10855,7,Y,No,11,1,1,15,2,2,12,11,2,11,0
32,No,Travel_Frequently,Sales,16,4,4,Male,3,Sales Executive,4,Single,4648,8,Y,No,13,3,0,4,2,4,0,0,0,0,0
34,No,Travel_Rarely,Research & Development,14,3,4,Male,3,Healthcare Representative,4,Divorced,8500,0,Y,No,11,4,1,10,0,2,9,7,1,6,0
58,Yes,Travel_Rarely,Research & Development,11,4,3,Female,2,Manufacturing Director,1,Married,10008,7,Y,Yes,14,4,0,31,0,2,10,9,5,9,0
29,No,Travel_Rarely,Research & Development,37,3,4,Male,3,Research Scientist,4,Single,2201,9,Y,No,16,4,0,6,4,3,3,2,1,2,0
36,No,Travel_Rarely,Research & Development,19,4,3,Female,3,Manufacturing Director,3,Married,4663,9,Y,Yes,12,2,2,7,2,3,3,2,1,1,0
33,No,Non-Travel,Research & Development,2,2,2,Male,2,Laboratory Technician,3,Divorced,2008,1,Y,No,12,3,3,1,2,2,1,1,0,0,0
33,No,Travel_Rarely,Research & Development,13,4,4,Male,4,Research Scientist,1,Married,3143,6,Y,No,19,2,1,14,1,3,10,8,7,6,0
40,No,Travel_Frequently,Research & Development,2,4,3,Male,2,Healthcare Representative,2,Married,13503,1,Y,No,22,4,1,22,3,2,22,3,11,11,1
37,No,Travel_Rarely,Sales,14,2,2,Male,2,Sales Executive,2,Married,4189,1,Y,No,14,1,2,5,2,3,5,2,0,3,0
56,No,Non-Travel,Research & Development,2,4,3,Male,3,Healthcare Representative,3,Divorced,6306,1,Y,No,21,1,1,13,2,2,13,12,1,9,1
35,No,Travel_Rarely,Sales,2,3,2,Male,3,Sales Executive,3,Married,4717,9,Y,No,11,3,0,15,2,3,11,9,6,9,0
34,No,Travel_Rarely,Research & Development,14,3,4,Female,2,Healthcare Representative,2,Single,8621,1,Y,No,14,2,0,9,3,4,8,7,7,7,0
34,Yes,Non-Travel,Sales,31,3,1,Male,4,Sales Executive,4,Single,5304,8,Y,Yes,13,2,0,9,3,2,5,2,0,4,0
35,No,Travel_Rarely,Sales,11,1,4,Male,3,Sales Representative,3,Married,2404,1,Y,No,13,1,1,1,3,3,1,0,0,0,0
50,No,Travel_Rarely,Sales,2,4,4,Female,3,Manager,4,Divorced,19517,3,Y,No,11,3,1,32,3,2,7,0,0,6,0
32,No,Travel_Rarely,Research & Development,47,4,3,Female,2,Laboratory Technician,2,Single,2837,1,Y,No,13,3,0,6,3,3,6,2,4,1,0
26,No,Travel_Rarely,Research & Development,3,1,1,Male,2,Research Scientist,4,Single,3904,0,Y,No,12,4,0,5,2,3,4,3,1,1,0
59,No,Travel_Rarely,Human Resources,10,2,2,Male,3,Human Resources,3,Married,2267,8,Y,No,17,4,0,7,2,2,2,2,2,2,0
54,No,Travel_Rarely,Research & Development,3,4,1,Female,3,Research Director,3,Married,13549,9,Y,No,12,1,1,16,5,1,4,3,0,3,0
36,No,Travel_Rarely,Research & Development,13,3,3,Female,3,Healthcare Representative,3,Divorced,10096,1,Y,No,13,2,3,17,2,3,17,14,12,8,0
43,No,Travel_Rarely,Research & Development,43,3,4,Male,4,Laboratory Technician,2,Divorced,4876,5,Y,No,12,3,1,8,0,3,6,4,0,2,0
45,No,Travel_Rarely,Research & Development,3,2,4,Female,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,1,2,10,3,3,10,7,3,9,0
30,No,Travel_Rarely,Sales,8,3,4,Female,2,Sales Executive,3,Divorced,6118,1,Y,No,13,3,3,10,2,3,10,9,1,2,0
46,No,Travel_Rarely,Research & Development,3,4,4,Male,3,Manufacturing Director,4,Divorced,7379,2,Y,No,11,3,1,12,3,2,6,3,1,4,0
39,Yes,Travel_Frequently,Research & Development,3,3,1,Male,3,Healthcare Representative,4,Divorced,12169,7,Y,No,11,4,3,21,4,3,18,7,11,5,0
30,No,Travel_Rarely,Research & Development,10,3,1,Female,2,Laboratory Technician,4,Married,4627,0,Y,No,12,1,1,10,6,3,9,2,6,7,0
42,No,Travel_Frequently,Research & Development,47,2,1,Female,3,Research Scientist,3,Divorced,4556,2,Y,No,11,2,1,19,3,3,5,4,0,2,0
40,No,Non-Travel,Research & Development,13,2,4,Male,3,Healthcare Representative,4,Divorced,4069,3,Y,Yes,18,3,0,8,2,3,2,2,2,2,0
47,No,Travel_Frequently,Sales,6,1,2,Male,3,Sales Representative,3,Single,2976,3,Y,No,19,1,0,5,3,3,0,0,0,0,0
29,No,Travel_Rarely,Sales,31,3,3,Male,2,Sales Executive,3,Divorced,8620,1,Y,No,14,3,2,10,3,3,10,7,0,4,0
53,No,Non-Travel,Research & Development,2,4,1,Female,2,Manufacturing Director,3,Married,12965,4,Y,Yes,20,4,3,27,2,2,3,2,0,2,1
42,No,Travel_Rarely,Research & Development,3,2,4,Male,3,Manager,1,Married,17665,0,Y,No,17,4,1,23,3,3,22,6,13,7,0
31,No,Travel_Rarely,Sales,13,2,1,Male,3,Sales Executive,4,Divorced,10793,1,Y,No,18,1,1,13,5,3,13,7,9,9,0
26,No,Travel_Rarely,Research & Development,3,2,4,Male,4,Manufacturing Director,4,Married,5472,1,Y,No,12,2,0,8,2,3,8,7,1,3,0
27,No,Travel_Rarely,Research & Development,10,3,4,Male,2,Research Scientist,3,Married,2539,1,Y,No,13,3,1,4,0,3,4,2,2,2,0
38,No,Travel_Rarely,Research & Development,3,2,4,Female,2,Manufacturing Director,3,Married,7756,3,Y,Yes,19,4,1,10,6,4,5,4,0,2,0
27,No,Travel_Frequently,Sales,3,1,4,Male,1,Sales Executive,4,Single,5071,3,Y,No,20,2,0,8,3,3,6,2,0,0,1
57,No,Travel_Rarely,Research & Development,39,2,3,Male,4,Healthcare Representative,4,Divorced,9439,3,Y,Yes,16,2,1,12,2,1,5,3,1,4,0
30,Yes,Travel_Frequently,Human Resources,13,3,3,Female,2,Human Resources,4,Divorced,2180,6,Y,No,11,3,1,6,0,2,4,2,1,2,0
33,No,Travel_Rarely,Research & Development,2,4,3,Male,2,Research Scientist,1,Single,2799,3,Y,Yes,11,2,0,6,1,3,3,2,0,2,0
29,No,Travel_Rarely,Sales,16,3,3,Male,3,Sales Representative,3,Single,2642,1,Y,No,11,3,0,1,6,3,1,0,0,0,0
40,No,Travel_Rarely,Sales,2,2,2,Male,1,Sales Executive,4,Married,7457,2,Y,Yes,22,3,3,6,2,2,4,3,0,2,1
27,No,Travel_Frequently,Research & Development,3,3,4,Male,3,Research Scientist,4,Single,2580,2,Y,No,13,3,0,6,0,2,4,2,1,2,0
35,No,Travel_Rarely,Sales,13,4,1,Female,3,Sales Representative,4,Married,2572,1,Y,No,16,2,1,3,1,2,3,2,0,2,0
46,No,Travel_Rarely,Sales,2,2,2,Female,3,Sales Executive,1,Divorced,10453,1,Y,No,25,3,3,24,2,3,24,13,15,7,1
46,No,Travel_Rarely,Research & Development,13,4,4,Female,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,1,3,19,2,3,16,13,1,7,1
34,No,Travel_Rarely,Sales,2,3,4,Male,2,Sales Executive,3,Married,7083,1,Y,Yes,14,4,0,10,3,3,10,9,8,6,0
45,No,Travel_Rarely,Research & Development,45,2,4,Female,2,Research Director,2,Single,16704,1,Y,No,11,3,0,21,2,3,21,6,8,6,0
28,Yes,Travel_Rarely,Sales,21,2,4,Female,3,Sales Executive,3,Single,9854,3,Y,Yes,11,4,0,6,0,3,2,0,2,2,0
39,No,Travel_Rarely,Research & Development,21,4,3,Female,2,Manager,2,Divorced,17123,6,Y,Yes,13,4,2,21,4,3,19,9,15,2,0
34,No,Non-Travel,Sales,16,3,4,Male,3,Sales Executive,3,Divorced,4001,1,Y,Yes,14,3,1,15,3,3,15,14,0,7,0
35,No,Travel_Frequently,Sales,2,3,3,Female,3,Sales Executive,3,Single,8789,1,Y,No,14,1,0,10,3,4,10,7,0,8,0
34,No,Travel_Rarely,Research & Development,8,2,2,Male,2,Laboratory Technician,4,Married,3986,1,Y,No,14,3,1,15,3,4,15,10,4,13,0
21,No,Travel_Rarely,Sales,35,1,3,Male,3,Sales Representative,3,Single,3447,1,Y,No,11,3,0,3,2,3,3,2,1,2,0
54,No,Travel_Rarely,Sales,3,4,3,Female,2,Sales Executive,3,Married,10686,6,Y,No,11,2,1,13,4,3,9,4,7,0,0
34,No,Travel_Rarely,Research & Development,13,3,2,Male,4,Laboratory Technician,3,Married,4404,2,Y,No,12,1,0,6,3,4,4,3,1,2,0
36,No,Travel_Rarely,Research & Development,14,2,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Y,Yes,11,3,1,13,2,3,3,2,0,2,0
37,No,Travel_Rarely,Research & Development,16,3,3,Female,3,Laboratory Technician,1,Married,3452,6,Y,No,20,2,1,17,3,3,5,4,0,3,1
43,No,Travel_Rarely,Research & Development,19,3,1,Male,2,Research Director,2,Divorced,14336,1,Y,No,11,3,1,25,3,3,25,10,3,9,0
37,Yes,Travel_Frequently,Research & Development,16,3,1,Male,3,Manufacturing Director,3,Divorced,10048,6,Y,No,11,2,2,17,5,3,1,0,0,0,0
55,No,Travel_Rarely,Research & Development,13,3,4,Female,3,Manager,3,Divorced,14756,2,Y,Yes,14,3,3,21,2,3,5,0,0,2,0
40,No,Travel_Rarely,Research & Development,10,3,2,Female,3,Manufacturing Director,3,Single,13237,7,Y,No,15,3,0,22,3,3,20,6,5,13,0
37,No,Travel_Frequently,Sales,34,2,3,Female,3,Sales Representative,4,Married,2973,5,Y,No,15,2,1,10,3,3,5,4,0,0,0
20,No,Travel_Rarely,Research & Development,2,3,4,Female,2,Research Scientist,2,Single,2836,1,Y,No,13,4,0,1,0,4,1,0,0,0,0
36,No,Travel_Rarely,Research & Development,3,4,4,Female,3,Research Scientist,2,Married,6962,4,Y,Yes,22,4,1,15,2,3,1,0,0,0,1
53,No,Travel_Rarely,Research & Development,11,3,3,Male,4,Research Director,3,Married,14814,3,Y,No,19,3,0,32,3,3,5,1,1,3,0
36,No,Travel_Frequently,Research & Development,6,2,4,Female,3,Manufacturing Director,2,Divorced,5131,7,Y,No,13,2,3,18,3,3,4,2,0,2,0
44,No,Travel_Frequently,Research & Development,3,1,2,Male,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,2,0,16,2,2,2,2,2,2,0
24,No,Non-Travel,Research & Development,18,2,1,Female,4,Manufacturing Director,3,Divorced,4011,0,Y,No,18,4,1,5,5,2,4,2,1,3,0
31,No,Travel_Rarely,Research & Development,3,4,3,Male,3,Research Scientist,4,Divorced,2695,0,Y,Yes,18,2,1,3,2,1,2,2,2,2,0
46,No,Travel_Rarely,Sales,3,3,3,Female,1,Manager,2,Married,16872,3,Y,Yes,12,2,1,28,2,2,7,7,7,7,0
50,No,Travel_Rarely,Sales,14,3,3,Male,3,Manager,3,Married,19331,4,Y,Yes,16,3,1,27,2,3,1,0,0,0,0
32,No,Travel_Rarely,Research & Development,6,3,3,Female,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,1,14,3,3,14,13,6,8,0
54,No,Travel_Rarely,Research & Development,14,2,1,Female,3,Research Scientist,3,Married,2897,3,Y,No,11,3,2,9,6,2,4,3,2,3,0
34,No,Travel_Rarely,Research & Development,11,4,1,Male,3,Research Scientist,4,Single,2972,1,Y,No,13,3,0,1,4,1,1,0,0,0,0
36,Yes,Travel_Rarely,Sales,5,1,3,Male,2,Sales Executive,4,Married,10325,1,Y,Yes,11,1,1,16,6,3,16,7,3,7,0
45,No,Travel_Rarely,Research & Development,2,4,4,Female,3,Laboratory Technician,4,Divorced,2270,3,Y,No,14,4,2,8,2,3,5,3,0,2,0
42,No,Travel_Rarely,Human Resources,16,3,3,Female,3,Manager,1,Married,16799,0,Y,No,14,3,1,21,5,3,20,7,0,9,0
30,No,Travel_Rarely,Sales,11,4,4,Female,3,Sales Executive,1,Divorced,4779,7,Y,No,14,2,2,8,3,3,3,2,0,2,0
40,Yes,Travel_Rarely,Sales,40,4,4,Male,2,Sales Executive,2,Single,9094,2,Y,Yes,12,3,0,9,2,3,5,4,1,0,0
27,No,Travel_Rarely,Research & Development,5,4,1,Male,2,Research Scientist,4,Single,2045,0,Y,No,13,4,0,5,0,3,4,2,1,1,0
31,No,Travel_Rarely,Sales,8,3,1,Male,3,Sales Executive,3,Married,8346,1,Y,No,19,3,1,6,3,3,5,2,0,2,0
31,No,Travel_Rarely,Sales,10,4,1,Male,4,Sales Executive,4,Divorced,5460,4,Y,No,22,4,2,13,4,4,7,7,5,7,1
42,No,Non-Travel,Research & Development,37,2,4,Male,2,Research Scientist,3,Single,4332,1,Y,No,12,4,0,20,2,3,20,9,3,7,0
52,Yes,Travel_Rarely,Sales,8,3,2,Male,3,Sales Executive,2,Single,8446,9,Y,Yes,19,3,0,10,2,2,8,7,7,7,0
36,No,Travel_Rarely,Research & Development,10,3,2,Female,4,Laboratory Technician,4,Married,3038,3,Y,No,12,2,0,5,3,3,1,0,0,0,0
45,No,Travel_Rarely,Research & Development,40,2,2,Female,2,Manufacturing Director,4,Married,5906,0,Y,No,13,4,2,10,2,2,9,8,3,8,0
31,No,Travel_Rarely,Sales,11,3,2,Male,4,Sales Executive,4,Married,6929,4,Y,No,11,2,1,10,3,2,8,7,7,7,0
31,Yes,Travel_Rarely,Human Resources,29,5,4,Male,4,Human Resources,1,Married,2956,0,Y,No,17,3,0,2,4,3,1,0,0,0,0
46,No,Travel_Rarely,Research & Development,2,4,4,Male,3,Research Director,4,Divorced,19627,9,Y,No,17,4,2,23,0,3,2,2,2,2,0
42,No,Travel_Frequently,Research & Development,14,2,1,Female,3,Laboratory Technician,4,Single,3673,1,Y,No,13,3,0,12,3,3,12,9,5,8,0
43,No,Non-Travel,Research & Development,14,3,1,Male,3,Research Scientist,3,Single,2438,4,Y,No,13,3,0,7,2,2,3,2,1,2,0
33,No,Travel_Rarely,Sales,13,4,1,Male,3,Sales Executive,1,Married,6392,2,Y,No,13,4,1,8,6,1,2,2,2,2,0
35,No,Non-Travel,Research & Development,5,3,3,Male,2,Laboratory Technician,3,Married,1281,1,Y,No,18,3,2,1,3,3,1,0,0,0,0
41,No,Travel_Rarely,Research & Development,14,4,3,Male,3,Laboratory Technician,1,Married,2238,2,Y,No,21,4,1,7,2,3,5,0,1,4,1
